C,N,R,col_err,eta,family,hyb_cost,hyb_gap_pct,m,max_cell_dev,mode,n,opt_cost,opt_time,relax_time,round_time,rounder,row_err,tau,topk,trial
120,120000,120,0,,population2d,,,,0.7692750000000013,,,,,0.0001876354217529297,0.5647025108337402,lp-sparse,0,,,1
120,120000,120,0,,population2d,,,,0.7620833333333383,,,,,0.00024080276489257812,0.5551602840423584,lp-sparse,0,,,2
120,120000,120,0,,population2d,,,,0.9270833333333326,,,,,0.00025272369384765625,0.4579920768737793,lp-sparse,0,,,3
120,120000,120,0,,population2d,,,,0.9972833333333335,,,,,0.00020241737365722656,0.47342777252197266,lp-sparse,0,,,4
120,120000,120,0,,population2d,,,,0.9976916666666669,,,,,0.00020170211791992188,0.42587780952453613,lp-sparse,0,,,5
120,120000,120,0,,population2d,,,,0.7994999999999992,,,,,0.00022101402282714844,0.5590579509735107,lp-sparse,0,,,6
120,120000,120,0,,population2d,,,,0.9311000000000003,,,,,8.368492126464844e-05,0.49608588218688965,lp-sparse,0,,,7
120,120000,120,0,,population2d,,,,0.7180833333333336,,,,,8.606910705566406e-05,0.5137224197387695,lp-sparse,0,,,8
120,120000,120,0,,population2d,,,,0.7908000000000006,,,,,0.00012063980102539062,0.5111761093139648,lp-sparse,0,,,9
120,120000,120,0,,population2d,,,,0.7193,,,,,0.0002105236053466797,0.5338318347930908,lp-sparse,0,,,10
,20000,,,0.0,transport,347.9443808672077,0.0,200,,exact,200,347.9443808672077,0.2572953701019287,0.0020935535430908203,0.25573253631591797,,,0.05,30,1
,20000,,,0.0,transport,305.64931623885553,0.0,200,,exact,200,305.64931623885553,0.25592708587646484,0.0018281936645507812,0.22838497161865234,,,0.05,30,2
,20000,,,0.0,transport,298.10192117003845,0.0,200,,exact,200,298.10192117003845,0.2427988052368164,0.0018241405487060547,0.23357510566711426,,,0.05,30,3
,20000,,,0.0,transport,345.59673586242684,0.0,200,,exact,200,345.59673586242684,0.2362055778503418,0.0020155906677246094,0.23290705680847168,,,0.05,30,4
,20000,,,0.0,transport,326.255813236535,0.0,200,,exact,200,326.255813236535,0.27309751510620117,0.00197601318359375,0.2348635196685791,,,0.05,30,5
,20000,,,0.0,transport,363.41641417031815,0.0,200,,exact,200,363.41641417031815,0.242478609085083,0.0018322467803955078,0.23992300033569336,,,0.05,30,6
,20000,,,0.0,transport,283.9380076369109,0.0,200,,exact,200,283.9380076369109,0.22873950004577637,0.0020704269409179688,0.24068689346313477,,,0.05,30,7
,20000,,,0.0,transport,316.7917102447634,0.0,200,,exact,200,316.7917102447634,0.2511138916015625,0.0018720626831054688,0.28634023666381836,,,0.05,30,8
,20000,,,0.0,transport,355.13288650139634,0.0,200,,exact,200,355.13288650139634,0.24388742446899414,0.0022125244140625,0.23980140686035156,,,0.05,30,9
,20000,,,0.0,transport,316.2087393614181,0.0,200,,exact,200,316.2087393614181,0.24579882621765137,0.0019006729125976562,0.24997711181640625,,,0.05,30,10
